TransactionID,Date,CustomerID,TransactionType,Channel,Amount,Segment,Branch,MerchantCategory,PaymentMethod,Currency,Status,TimeOfDay
BTD04620,2025-06-12,ASR8347,Deposit,Mobile Apps,14792795,Premium,Pontianak,Utilities,Credit Card,MYR,Pending,Night
BTD04621,2025-06-12,ASR3390,Withdrawal,Mobile Apps,262247,Regular,Bandung,Utilities,Debit Card,JPY,Failed,Evening
BTD04622,2025-06-12,ASR7055,Transfer,ATM,10630837,Regular,Medan,Fashion,QRIS,MYR,Failed,Evening
BTD04623,2025-06-12,ASR8417,Withdrawal,ATM,4926535,Corporate,Palembang,Entertainment,QRIS,USD,Pending,Morning
BTD04624,2025-06-12,ASR4291,Transfer,ATM,10051179,Premium,Bandung,Food,Virtual Account,SAR,Success,Night
BTD04625,2025-06-12,ASR1229,Payment,Teller,3969095,Regular,Surabaya,Utilities,Debit Card,AUD,Success,Afternoon
BTD04626,2025-06-12,ASR9308,Payment,Mobile Apps,11010620,Corporate,Bandung,Electronics,Debit Card,SAR,Pending,Evening
BTD04627,2025-06-12,ASR8611,Transfer,Internet Banking,6673434,Regular,Pontianak,Fashion,QRIS,THB,Failed,Evening
BTD04628,2025-06-13,ASR8361,Deposit,Internet Banking,13533707,Corporate,Surabaya,Food,QRIS,JPY,Failed,Night
BTD04629,2025-06-13,ASR6415,Deposit,Mobile Apps,8981399,Premium,Jayapura,Entertainment,Virtual Account,SAR,Success,Morning
BTD04630,2025-06-13,ASR6174,Payment,Internet Banking,8433411,Regular,Makassar,Food,QRIS,THB,Success,Afternoon
BTD04631,2025-06-13,ASR5682,Payment,Internet Banking,14987832,Regular,Bandung,Entertainment,Credit Card,JPY,Failed,Afternoon
BTD04632,2025-06-13,ASR6032,Transfer,Mobile Apps,11519992,Regular,Makassar,Entertainment,Debit Card,EUR,Success,Morning
BTD04633,2025-06-13,ASR6800,Deposit,Teller,7328119,Regular,Palembang,Fashion,Credit Card,KRW,Failed,Morning
BTD04634,2025-06-13,ASR9981,Payment,Teller,14903616,Premium,Manado,Utilities,Virtual Account,EUR,Success,Night
BTD04635,2025-06-13,ASR3193,Withdrawal,Mobile Apps,6562069,Regular,Balikpapan,Electronics,QRIS,AUD,Failed,Evening
BTD04636,2025-06-13,ASR6065,Payment,ATM,9436974,Regular,Balikpapan,Food,QRIS,CNY,Success,Morning
BTD04637,2025-06-13,ASR1423,Transfer,ATM,11409106,Regular,Balikpapan,Utilities,Debit Card,CNY,Failed,Morning
BTD04638,2025-06-13,ASR5042,Withdrawal,Internet Banking,14177888,Regular,Pontianak,Electronics,Credit Card,SAR,Success,Evening
BTD04639,2025-06-13,ASR6200,Transfer,Internet Banking,6661500,Regular,Pontianak,Fashion,Virtual Account,IDR,Success,Evening
BTD04640,2025-06-13,ASR3571,Payment,Mobile Apps,1382000,Corporate,Denpasar,Entertainment,Debit Card,IDR,Failed,Night
BTD04641,2025-06-13,ASR0166,Transfer,Internet Banking,1768258,Premium,Denpasar,Electronics,Virtual Account,SGD,Failed,Afternoon
BTD04642,2025-06-13,ASR8242,Transfer,ATM,14964994,Premium,Denpasar,Electronics,QRIS,SAR,Success,Morning
BTD04643,2025-06-13,ASR4941,Transfer,Mobile Apps,12040594,Corporate,Bandung,Electronics,QRIS,CNY,Failed,Evening
BTD04644,2025-06-13,ASR1667,Withdrawal,ATM,9427147,Regular,Jakarta,Entertainment,Virtual Account,THB,Success,Night
BTD04645,2025-06-13,ASR9148,Payment,Mobile Apps,14295179,Corporate,Medan,Entertainment,Virtual Account,AUD,Success,Afternoon
BTD04646,2025-06-13,ASR7099,Transfer,Internet Banking,3506512,Corporate,Jakarta,Entertainment,Credit Card,MYR,Success,Afternoon
BTD04647,2025-06-13,ASR2854,Deposit,ATM,4127722,Corporate,Medan,Food,Debit Card,THB,Failed,Evening
BTD04648,2025-06-13,ASR4025,Payment,Teller,12176393,Corporate,Jakarta,Entertainment,Virtual Account,THB,Failed,Evening
BTD04649,2025-06-13,ASR5383,Payment,Teller,14908879,Premium,Surabaya,Utilities,Virtual Account,USD,Success,Afternoon
BTD04650,2025-06-13,ASR9085,Transfer,Internet Banking,4014035,Regular,Jayapura,Utilities,Virtual Account,EUR,Failed,Afternoon
BTD04651,2025-06-14,ASR7959,Transfer,ATM,8376114,Corporate,Manado,Utilities,Credit Card,CNY,Success,Morning
BTD04652,2025-06-14,ASR0113,Transfer,Internet Banking,2483279,Premium,Jakarta,Entertainment,Virtual Account,KRW,Success,Evening
BTD04653,2025-06-14,ASR8085,Withdrawal,ATM,250316,Regular,Pontianak,Fashion,QRIS,EUR,Failed,Afternoon
BTD04654,2025-06-14,ASR4640,Transfer,Mobile Apps,10681917,Premium,Denpasar,Food,Credit Card,JPY,Failed,Night
BTD04655,2025-06-14,ASR9750,Withdrawal,Teller,8375738,Corporate,Pontianak,Fashion,Debit Card,KRW,Pending,Night
BTD04656,2025-06-14,ASR1958,Withdrawal,Teller,10470414,Regular,Makassar,Fashion,Credit Card,AUD,Pending,Evening
BTD04657,2025-06-14,ASR2908,Deposit,Internet Banking,768509,Regular,Manado,Entertainment,QRIS,CNY,Success,Morning
BTD04658,2025-06-14,ASR0906,Deposit,Teller,1851000,Regular,Balikpapan,Food,Debit Card,IDR,Success,Afternoon
BTD04659,2025-06-14,ASR9037,Transfer,Teller,2534548,Premium,Surabaya,Food,Virtual Account,USD,Success,Night
BTD04660,2025-06-14,ASR7187,Deposit,Internet Banking,7924000,Corporate,Jayapura,Fashion,Virtual Account,IDR,Failed,Evening
BTD04661,2025-06-14,ASR9822,Withdrawal,Teller,471254,Corporate,Medan,Electronics,Virtual Account,SAR,Pending,Afternoon
BTD04662,2025-06-15,ASR8656,Transfer,Internet Banking,4765197,Corporate,Palembang,Fashion,Credit Card,SGD,Success,Afternoon
BTD04663,2025-06-15,ASR3727,Payment,Teller,1398737,Corporate,Jayapura,Utilities,Virtual Account,EUR,Pending,Afternoon
BTD04664,2025-06-15,ASR2126,Payment,ATM,10984773,Regular,Jakarta,Electronics,Virtual Account,AUD,Failed,Evening
BTD04665,2025-06-15,ASR6795,Deposit,ATM,10396084,Corporate,Bandung,Food,Debit Card,CNY,Pending,Evening
BTD04666,2025-06-15,ASR1569,Deposit,Internet Banking,9504071,Regular,Manado,Food,QRIS,USD,Success,Afternoon
BTD04667,2025-06-15,ASR1005,Withdrawal,Internet Banking,9899100,Premium,Pontianak,Electronics,Debit Card,SGD,Success,Afternoon
BTD04668,2025-06-15,ASR8243,Withdrawal,Internet Banking,7100187,Premium,Balikpapan,Fashion,Credit Card,AUD,Failed,Night
BTD04669,2025-06-15,ASR1231,Payment,Mobile Apps,11727717,Premium,Bandung,Food,Credit Card,CNY,Failed,Night
BTD04670,2025-06-15,ASR7844,Payment,Teller,3316754,Regular,Medan,Fashion,Debit Card,MYR,Pending,Evening
BTD04671,2025-06-15,ASR7297,Deposit,Mobile Apps,9179201,Premium,Denpasar,Utilities,QRIS,CNY,Success,Morning
BTD04672,2025-06-15,ASR6421,Withdrawal,Mobile Apps,9944734,Premium,Balikpapan,Entertainment,Credit Card,AUD,Pending,Afternoon
BTD04673,2025-06-15,ASR3179,Withdrawal,ATM,14406644,Regular,Surabaya,Utilities,Virtual Account,SAR,Success,Night
BTD04674,2025-06-15,ASR9752,Deposit,ATM,14865324,Premium,Manado,Fashion,Virtual Account,JPY,Pending,Afternoon
BTD04675,2025-06-15,ASR6898,Deposit,Mobile Apps,4991552,Premium,Medan,Utilities,Virtual Account,JPY,Success,Night
BTD04676,2025-06-15,ASR7908,Payment,Mobile Apps,1038995,Corporate,Denpasar,Electronics,Virtual Account,SGD,Pending,Afternoon
BTD04677,2025-06-15,ASR2662,Deposit,Internet Banking,350566,Regular,Pontianak,Electronics,QRIS,JPY,Success,Morning
BTD04678,2025-06-15,ASR9581,Withdrawal,Teller,3223599,Premium,Denpasar,Entertainment,QRIS,SAR,Success,Morning
BTD04679,2025-06-15,ASR8103,Payment,Mobile Apps,11277544,Regular,Jayapura,Fashion,Virtual Account,EUR,Pending,Morning
BTD04680,2025-06-15,ASR0966,Transfer,ATM,8880500,Regular,Denpasar,Fashion,Debit Card,IDR,Failed,Night
BTD04681,2025-06-15,ASR9736,Withdrawal,ATM,5423473,Corporate,Makassar,Utilities,Debit Card,SGD,Pending,Night
BTD04682,2025-06-15,ASR5878,Deposit,Teller,330807,Premium,Makassar,Entertainment,Credit Card,JPY,Pending,Night
BTD04683,2025-06-15,ASR7414,Withdrawal,ATM,9874500,Premium,Manado,Fashion,Credit Card,IDR,Pending,Afternoon
BTD04684,2025-06-15,ASR1636,Payment,Internet Banking,14471882,Corporate,Surabaya,Entertainment,Credit Card,SAR,Success,Night
BTD04685,2025-06-15,ASR8521,Transfer,ATM,5571596,Regular,Medan,Entertainment,QRIS,JPY,Pending,Morning
BTD04686,2025-06-15,ASR5537,Payment,ATM,4303787,Premium,Makassar,Entertainment,QRIS,EUR,Pending,Night
BTD04687,2025-06-15,ASR4310,Transfer,Internet Banking,12609896,Regular,Jakarta,Entertainment,Virtual Account,SGD,Success,Evening
BTD04688,2025-06-15,ASR6029,Deposit,Internet Banking,3012672,Regular,Jakarta,Electronics,QRIS,USD,Success,Afternoon
BTD04689,2025-06-15,ASR1962,Withdrawal,Mobile Apps,14632943,Regular,Bandung,Utilities,Credit Card,AUD,Pending,Night
BTD04690,2025-06-15,ASR0414,Transfer,ATM,8371481,Corporate,Denpasar,Utilities,Debit Card,SAR,Pending,Night
BTD04691,2025-06-16,ASR7509,Transfer,Teller,8956665,Corporate,Denpasar,Entertainment,QRIS,USD,Pending,Evening
BTD04692,2025-06-16,ASR4914,Transfer,Internet Banking,8232410,Premium,Jakarta,Entertainment,Debit Card,JPY,Failed,Night
BTD04693,2025-06-16,ASR9008,Payment,ATM,11057779,Corporate,Jayapura,Utilities,Credit Card,AUD,Failed,Afternoon
BTD04694,2025-06-16,ASR4574,Withdrawal,Teller,477556,Premium,Pontianak,Utilities,Virtual Account,EUR,Pending,Afternoon
BTD04695,2025-06-16,ASR7163,Payment,Mobile Apps,4801788,Premium,Pontianak,Food,Virtual Account,THB,Success,Night
BTD04696,2025-06-16,ASR6830,Deposit,Mobile Apps,10763555,Regular,Jakarta,Entertainment,Virtual Account,CNY,Success,Evening
BTD04697,2025-06-16,ASR6721,Deposit,Internet Banking,14226092,Premium,Jakarta,Utilities,Credit Card,EUR,Failed,Afternoon
BTD04698,2025-06-16,ASR0756,Transfer,Mobile Apps,11769436,Premium,Jayapura,Utilities,Debit Card,THB,Success,Night
BTD04699,2025-06-16,ASR1024,Deposit,ATM,4253268,Regular,Surabaya,Utilities,Debit Card,USD,Failed,Afternoon
BTD04700,2025-06-16,ASR1228,Payment,ATM,13615841,Premium,Jayapura,Electronics,Debit Card,MYR,Failed,Evening
BTD04701,2025-06-16,ASR9406,Transfer,Teller,5575053,Premium,Manado,Food,QRIS,MYR,Failed,Afternoon
BTD04702,2025-06-16,ASR0331,Payment,Teller,956018,Corporate,Pontianak,Electronics,Virtual Account,CNY,Pending,Morning
BTD04703,2025-06-16,ASR1938,Withdrawal,Mobile Apps,7926713,Regular,Jakarta,Electronics,Credit Card,AUD,Success,Morning
BTD04704,2025-06-16,ASR2949,Deposit,Mobile Apps,7224848,Premium,Jakarta,Utilities,Credit Card,THB,Pending,Evening
BTD04705,2025-06-16,ASR4318,Payment,ATM,4714000,Corporate,Denpasar,Fashion,QRIS,IDR,Failed,Morning
BTD04706,2025-06-16,ASR2266,Payment,ATM,11751530,Regular,Manado,Electronics,Debit Card,SAR,Failed,Afternoon
BTD04707,2025-06-16,ASR1025,Withdrawal,Mobile Apps,14813500,Corporate,Jakarta,Food,Virtual Account,IDR,Pending,Night
BTD04708,2025-06-16,ASR4176,Payment,Mobile Apps,994705,Corporate,Bandung,Fashion,Debit Card,MYR,Pending,Morning
BTD04709,2025-06-16,ASR1356,Withdrawal,Mobile Apps,7199000,Premium,Manado,Entertainment,Credit Card,IDR,Pending,Morning
BTD04710,2025-06-16,ASR8532,Withdrawal,ATM,997179,Corporate,Manado,Food,Credit Card,MYR,Failed,Afternoon
BTD04711,2025-06-16,ASR3884,Deposit,ATM,5957674,Regular,Bandung,Entertainment,Credit Card,CNY,Pending,Night
BTD04712,2025-06-16,ASR5985,Payment,ATM,13042402,Premium,Jayapura,Utilities,Virtual Account,CNY,Pending,Evening
BTD04713,2025-06-16,ASR8157,Withdrawal,Teller,4699000,Corporate,Medan,Electronics,Debit Card,IDR,Pending,Evening
BTD04714,2025-06-16,ASR4176,Withdrawal,Teller,7346500,Regular,Palembang,Utilities,Debit Card,IDR,Failed,Evening
BTD04715,2025-06-16,ASR0058,Deposit,Mobile Apps,11524820,Corporate,Makassar,Food,Virtual Account,MYR,Failed,Afternoon
BTD04716,2025-06-16,ASR1708,Deposit,Internet Banking,1275807,Premium,Jakarta,Food,Debit Card,USD,Pending,Night
BTD04717,2025-06-16,ASR3308,Withdrawal,ATM,4885628,Corporate,Makassar,Entertainment,Virtual Account,MYR,Pending,Evening
BTD04718,2025-06-16,ASR4498,Payment,ATM,8835867,Corporate,Balikpapan,Entertainment,Debit Card,KRW,Pending,Evening
BTD04719,2025-06-16,ASR5462,Deposit,Mobile Apps,13781469,Premium,Pontianak,Entertainment,Credit Card,THB,Failed,Afternoon
BTD04720,2025-06-16,ASR8044,Withdrawal,Internet Banking,1866466,Regular,Jakarta,Utilities,Debit Card,SGD,Success,Night
BTD04721,2025-06-16,ASR6016,Payment,Teller,3282267,Regular,Jakarta,Entertainment,Debit Card,SAR,Success,Night
BTD04722,2025-06-16,ASR4899,Deposit,Internet Banking,11692713,Corporate,Jayapura,Fashion,Credit Card,AUD,Pending,Evening
BTD04723,2025-06-16,ASR7583,Deposit,Teller,8446293,Regular,Manado,Electronics,Virtual Account,JPY,Failed,Evening
BTD04724,2025-06-16,ASR0416,Withdrawal,ATM,14637975,Premium,Jakarta,Utilities,Debit Card,JPY,Pending,Evening
BTD04725,2025-06-16,ASR3095,Deposit,Teller,1782737,Regular,Makassar,Fashion,Virtual Account,USD,Failed,Morning
BTD04726,2025-06-16,ASR3228,Withdrawal,Teller,2339681,Corporate,Pontianak,Entertainment,Virtual Account,USD,Success,Evening
BTD04727,2025-06-16,ASR7977,Payment,ATM,1427747,Regular,Jayapura,Electronics,Credit Card,EUR,Pending,Morning
BTD04728,2025-06-17,ASR7705,Withdrawal,Internet Banking,10279898,Regular,Manado,Utilities,QRIS,CNY,Failed,Morning
BTD04729,2025-06-17,ASR7878,Deposit,Internet Banking,11703500,Regular,Jakarta,Utilities,Virtual Account,IDR,Pending,Night
BTD04730,2025-06-17,ASR5988,Transfer,Internet Banking,5887882,Corporate,Pontianak,Fashion,Debit Card,MYR,Pending,Afternoon
BTD04731,2025-06-17,ASR5153,Payment,ATM,7510130,Regular,Pontianak,Utilities,Debit Card,SGD,Success,Evening
BTD04732,2025-06-17,ASR7134,Withdrawal,Teller,3576416,Corporate,Makassar,Electronics,Virtual Account,JPY,Pending,Night
BTD04733,2025-06-17,ASR5709,Deposit,Mobile Apps,963746,Corporate,Jakarta,Entertainment,Debit Card,AUD,Pending,Night
BTD04734,2025-06-17,ASR8961,Withdrawal,Mobile Apps,14710723,Premium,Jakarta,Electronics,Virtual Account,AUD,Pending,Night
BTD04735,2025-06-17,ASR4146,Deposit,Teller,9050381,Regular,Jakarta,Utilities,QRIS,MYR,Pending,Afternoon
BTD04736,2025-06-17,ASR8674,Payment,Teller,9075773,Premium,Palembang,Fashion,Virtual Account,SGD,Failed,Morning
BTD04737,2025-06-17,ASR9092,Deposit,Mobile Apps,8108070,Regular,Jakarta,Electronics,Virtual Account,USD,Failed,Night
BTD04738,2025-06-17,ASR2359,Withdrawal,ATM,1669448,Regular,Medan,Fashion,Virtual Account,KRW,Pending,Morning
BTD04739,2025-06-17,ASR4201,Deposit,Teller,64839,Corporate,Medan,Entertainment,Debit Card,THB,Failed,Evening
BTD04740,2025-06-17,ASR2514,Payment,Mobile Apps,10950329,Corporate,Balikpapan,Electronics,Debit Card,JPY,Success,Morning
BTD04741,2025-06-17,ASR3721,Payment,Teller,1188615,Corporate,Manado,Fashion,Debit Card,EUR,Pending,Morning
BTD04742,2025-06-17,ASR4804,Withdrawal,ATM,3370434,Regular,Bandung,Fashion,Debit Card,KRW,Success,Evening
BTD04743,2025-06-17,ASR8227,Deposit,Internet Banking,3298000,Corporate,Palembang,Entertainment,QRIS,IDR,Failed,Night
BTD04744,2025-06-17,ASR6933,Transfer,Mobile Apps,10549306,Regular,Pontianak,Entertainment,Credit Card,THB,Pending,Night
BTD04745,2025-06-17,ASR1679,Deposit,ATM,12204336,Regular,Surabaya,Entertainment,Credit Card,USD,Pending,Evening
BTD04746,2025-06-17,ASR1745,Deposit,Teller,9360424,Corporate,Denpasar,Utilities,QRIS,USD,Success,Morning
BTD04747,2025-06-17,ASR2655,Deposit,Teller,6595038,Regular,Jayapura,Food,QRIS,JPY,Failed,Night
BTD04748,2025-06-17,ASR3430,Payment,Mobile Apps,6102596,Regular,Makassar,Electronics,Virtual Account,MYR,Pending,Evening
BTD04749,2025-06-17,ASR7964,Withdrawal,ATM,12892361,Premium,Jayapura,Entertainment,Debit Card,USD,Success,Evening
BTD04750,2025-06-17,ASR4036,Payment,ATM,430620,Corporate,Bandung,Fashion,Debit Card,MYR,Failed,Afternoon
BTD04751,2025-06-17,ASR1211,Withdrawal,Internet Banking,4972176,Regular,Pontianak,Entertainment,Credit Card,AUD,Failed,Night
BTD04752,2025-06-17,ASR6340,Transfer,Mobile Apps,1530000,Corporate,Balikpapan,Electronics,Credit Card,IDR,Failed,Morning
BTD04753,2025-06-17,ASR1841,Deposit,Mobile Apps,2689578,Corporate,Manado,Food,QRIS,USD,Failed,Afternoon
BTD04754,2025-06-17,ASR1214,Deposit,Internet Banking,7479681,Corporate,Manado,Fashion,QRIS,SAR,Success,Morning
BTD04755,2025-06-17,ASR4230,Withdrawal,ATM,11348000,Corporate,Palembang,Utilities,QRIS,IDR,Success,Afternoon
BTD04756,2025-06-17,ASR6395,Transfer,Mobile Apps,2475796,Regular,Jayapura,Utilities,QRIS,SAR,Failed,Night
BTD04757,2025-06-17,ASR0348,Deposit,Internet Banking,677092,Regular,Jakarta,Fashion,Debit Card,JPY,Pending,Evening
BTD04758,2025-06-17,ASR9735,Deposit,Teller,3966116,Premium,Bandung,Food,Credit Card,CNY,Failed,Evening
BTD04759,2025-06-17,ASR8899,Deposit,ATM,3037586,Premium,Palembang,Utilities,Virtual Account,SAR,Failed,Night
BTD04760,2025-06-17,ASR5779,Withdrawal,Internet Banking,8283654,Corporate,Denpasar,Utilities,QRIS,KRW,Success,Evening
BTD04761,2025-06-17,ASR6130,Withdrawal,Mobile Apps,12684000,Premium,Medan,Utilities,QRIS,IDR,Success,Morning
BTD04762,2025-06-17,ASR6123,Payment,Teller,1584616,Corporate,Pontianak,Food,Debit Card,KRW,Pending,Afternoon
BTD04763,2025-06-17,ASR9362,Withdrawal,Internet Banking,14397124,Corporate,Jakarta,Electronics,Virtual Account,EUR,Success,Morning
BTD04764,2025-06-17,ASR3892,Transfer,Mobile Apps,10544974,Corporate,Makassar,Utilities,QRIS,THB,Failed,Morning
BTD04765,2025-06-17,ASR9554,Withdrawal,Teller,14052567,Premium,Makassar,Electronics,Virtual Account,AUD,Success,Night
BTD04766,2025-06-17,ASR4216,Withdrawal,Teller,60826,Regular,Makassar,Electronics,QRIS,CNY,Success,Evening
BTD04767,2025-06-17,ASR3936,Payment,Teller,13891908,Regular,Jayapura,Electronics,Credit Card,AUD,Pending,Morning
BTD04768,2025-06-17,ASR7095,Withdrawal,Mobile Apps,9203413,Premium,Pontianak,Electronics,Credit Card,KRW,Pending,Night
BTD04769,2025-06-17,ASR9543,Deposit,Mobile Apps,4319706,Regular,Denpasar,Fashion,Debit Card,SAR,Failed,Evening
BTD04770,2025-06-17,ASR9583,Withdrawal,Teller,2283694,Corporate,Bandung,Utilities,Credit Card,SAR,Failed,Morning
BTD04771,2025-06-17,ASR3115,Withdrawal,Teller,9790502,Corporate,Medan,Electronics,Virtual Account,AUD,Success,Night
BTD04772,2025-06-17,ASR2159,Withdrawal,Teller,14303000,Regular,Denpasar,Fashion,Credit Card,IDR,Success,Morning
BTD04773,2025-06-17,ASR5389,Payment,ATM,480053,Regular,Jayapura,Entertainment,QRIS,EUR,Success,Morning
BTD04774,2025-06-17,ASR9901,Withdrawal,Teller,11933809,Corporate,Pontianak,Food,Virtual Account,MYR,Success,Night
BTD04775,2025-06-17,ASR4974,Transfer,Teller,12711000,Corporate,Makassar,Food,Credit Card,IDR,Success,Evening
BTD04776,2025-06-17,ASR6813,Deposit,Mobile Apps,2906822,Premium,Jakarta,Food,Credit Card,JPY,Success,Night
BTD04777,2025-06-17,ASR9489,Deposit,Teller,8845962,Corporate,Jayapura,Utilities,QRIS,THB,Pending,Evening
BTD04778,2025-06-17,ASR1526,Transfer,ATM,10290023,Corporate,Manado,Food,Credit Card,SAR,Failed,Afternoon
BTD04779,2025-06-17,ASR4804,Deposit,ATM,13071518,Regular,Pontianak,Electronics,QRIS,JPY,Pending,Evening
BTD04780,2025-06-17,ASR9699,Deposit,Internet Banking,11673667,Premium,Balikpapan,Fashion,Virtual Account,KRW,Success,Night
BTD04781,2025-06-18,ASR2171,Withdrawal,Internet Banking,9728866,Premium,Makassar,Electronics,Virtual Account,KRW,Pending,Evening
BTD04782,2025-06-18,ASR9094,Transfer,Teller,12236658,Regular,Denpasar,Utilities,Debit Card,MYR,Pending,Night
BTD04783,2025-06-18,ASR5412,Deposit,ATM,10560822,Regular,Palembang,Fashion,Credit Card,USD,Failed,Afternoon
BTD04784,2025-06-18,ASR0826,Transfer,Internet Banking,521345,Regular,Surabaya,Entertainment,Debit Card,SAR,Pending,Evening
BTD04785,2025-06-18,ASR1285,Withdrawal,ATM,11685181,Regular,Denpasar,Utilities,Credit Card,EUR,Success,Afternoon
BTD04786,2025-06-18,ASR2343,Deposit,Teller,5711074,Corporate,Medan,Entertainment,Virtual Account,SGD,Pending,Afternoon
BTD04787,2025-06-18,ASR5833,Payment,Teller,5467288,Premium,Palembang,Food,Debit Card,SGD,Success,Morning
BTD04788,2025-06-18,ASR6402,Transfer,Mobile Apps,9577118,Regular,Pontianak,Food,Credit Card,SGD,Success,Afternoon
BTD04789,2025-06-18,ASR6031,Transfer,Teller,9841153,Regular,Manado,Utilities,Credit Card,SGD,Failed,Morning
BTD04790,2025-06-18,ASR0280,Transfer,Internet Banking,4629600,Corporate,Jakarta,Utilities,Credit Card,KRW,Failed,Afternoon
BTD04791,2025-06-18,ASR6696,Deposit,Internet Banking,11015838,Regular,Manado,Utilities,Debit Card,KRW,Pending,Afternoon
BTD04792,2025-06-18,ASR0150,Payment,Internet Banking,1133103,Corporate,Surabaya,Utilities,Debit Card,AUD,Pending,Morning
BTD04793,2025-06-18,ASR2828,Withdrawal,ATM,1810908,Premium,Medan,Entertainment,Debit Card,SGD,Success,Evening
BTD04794,2025-06-18,ASR0036,Deposit,Internet Banking,1831481,Regular,Jakarta,Food,Virtual Account,KRW,Pending,Afternoon
BTD04795,2025-06-18,ASR4654,Payment,Teller,4311356,Corporate,Palembang,Electronics,Debit Card,KRW,Success,Night
BTD04796,2025-06-18,ASR8491,Deposit,Internet Banking,12041113,Regular,Pontianak,Food,Credit Card,SGD,Failed,Morning
BTD04797,2025-06-18,ASR4108,Withdrawal,Mobile Apps,6436375,Corporate,Bandung,Food,Virtual Account,EUR,Pending,Night
BTD04798,2025-06-18,ASR5835,Withdrawal,Teller,6393716,Regular,Denpasar,Fashion,QRIS,CNY,Pending,Evening
BTD04799,2025-06-18,ASR8237,Deposit,Teller,10226441,Regular,Balikpapan,Entertainment,Credit Card,SAR,Failed,Night
BTD04800,2025-06-18,ASR2077,Transfer,Mobile Apps,27447,Regular,Bandung,Electronics,Debit Card,THB,Failed,Afternoon
BTD04801,2025-06-18,ASR2704,Withdrawal,Mobile Apps,7469217,Regular,Bandung,Food,Debit Card,KRW,Success,Afternoon
BTD04802,2025-06-18,ASR3642,Transfer,ATM,13620498,Corporate,Bandung,Electronics,Debit Card,USD,Success,Evening
BTD04803,2025-06-18,ASR9638,Deposit,Internet Banking,10028241,Regular,Manado,Utilities,QRIS,SGD,Failed,Evening
BTD04804,2025-06-18,ASR5322,Payment,Internet Banking,5734540,Corporate,Manado,Utilities,Credit Card,AUD,Pending,Evening
BTD04805,2025-06-18,ASR5822,Deposit,Internet Banking,2803516,Premium,Bandung,Electronics,Credit Card,CNY,Pending,Evening
BTD04806,2025-06-18,ASR7860,Withdrawal,ATM,5348218,Premium,Jakarta,Fashion,Virtual Account,KRW,Pending,Evening
BTD04807,2025-06-18,ASR4827,Deposit,ATM,3148276,Regular,Bandung,Electronics,Virtual Account,THB,Failed,Night
BTD04808,2025-06-18,ASR4525,Transfer,Mobile Apps,4970282,Corporate,Jayapura,Utilities,Virtual Account,USD,Failed,Afternoon
BTD04809,2025-06-18,ASR6107,Transfer,Teller,5853620,Premium,Jakarta,Entertainment,Virtual Account,USD,Success,Evening
BTD04810,2025-06-18,ASR1055,Transfer,Internet Banking,13247501,Corporate,Balikpapan,Fashion,Debit Card,AUD,Success,Morning
BTD04811,2025-06-18,ASR5429,Transfer,Internet Banking,13800055,Regular,Balikpapan,Utilities,Virtual Account,SGD,Success,Night
BTD04812,2025-06-18,ASR7194,Payment,ATM,9059149,Regular,Medan,Entertainment,Virtual Account,CNY,Pending,Evening
BTD04813,2025-06-18,ASR5636,Deposit,Teller,3493000,Regular,Makassar,Fashion,QRIS,IDR,Failed,Morning
BTD04814,2025-06-18,ASR0190,Deposit,Teller,10885569,Corporate,Makassar,Entertainment,Debit Card,KRW,Failed,Morning
BTD04815,2025-06-18,ASR9142,Deposit,Mobile Apps,1414554,Corporate,Pontianak,Entertainment,Credit Card,SAR,Pending,Morning
BTD04816,2025-06-18,ASR6667,Withdrawal,Mobile Apps,10999083,Regular,Medan,Fashion,QRIS,SGD,Success,Morning
BTD04817,2025-06-18,ASR4530,Payment,Internet Banking,14938959,Corporate,Bandung,Utilities,Credit Card,CNY,Success,Night
BTD04818,2025-06-19,ASR4693,Payment,Internet Banking,5525111,Corporate,Balikpapan,Food,Virtual Account,CNY,Failed,Night
BTD04819,2025-06-19,ASR3054,Withdrawal,Mobile Apps,356575,Premium,Jayapura,Utilities,Virtual Account,SAR,Pending,Evening
BTD04820,2025-06-19,ASR7002,Payment,Teller,8354070,Regular,Bandung,Food,Virtual Account,CNY,Failed,Morning
BTD04821,2025-06-19,ASR2999,Withdrawal,Teller,10785841,Corporate,Bandung,Fashion,QRIS,CNY,Pending,Night
BTD04822,2025-06-19,ASR4650,Payment,Teller,13205512,Regular,Balikpapan,Entertainment,Debit Card,USD,Success,Night
BTD04823,2025-06-19,ASR6754,Payment,Teller,12701983,Premium,Makassar,Fashion,QRIS,KRW,Failed,Morning
BTD04824,2025-06-19,ASR0905,Deposit,Mobile Apps,1633499,Corporate,Makassar,Fashion,QRIS,AUD,Failed,Night
BTD04825,2025-06-19,ASR5072,Deposit,Mobile Apps,5610758,Premium,Medan,Electronics,Virtual Account,USD,Pending,Night
BTD04826,2025-06-19,ASR9256,Payment,Mobile Apps,4117087,Regular,Palembang,Fashion,Debit Card,THB,Success,Evening
BTD04827,2025-06-19,ASR2390,Transfer,ATM,8690573,Premium,Surabaya,Electronics,QRIS,EUR,Pending,Afternoon
BTD04828,2025-06-19,ASR3374,Transfer,Internet Banking,1839410,Premium,Medan,Utilities,Virtual Account,JPY,Pending,Morning
BTD04829,2025-06-19,ASR1049,Deposit,Teller,9591237,Corporate,Surabaya,Fashion,QRIS,AUD,Failed,Evening
